m0_user	0	97	103	contacts, dataauditlog, m0_config, m0_msmq, m0_msmq_cogs, m0_msmq_importdata, m0_msmq_journal, m0_nomor_mobile, m0_notifikasi_email, m0_user_branch, m0_user_coa, m0_user_location, m0_user_role, m0_user_role_s, m0_user_warehouse, m0_userlog, m0_userlogerror, m2r_analisa_penyusutan, m2r_anggaran, m2r_ap_card, m2r_ap_card_detail, m2r_ap_voucher, m2r_ap_voucher_aging, m2r_ap_voucher_aging_detail, m2r_ap_voucher_detail, m2r_appostage_card, m2r_appostage_voucher, m2r_ar_card, m2r_ar_card_detail, m2r_ar_voucher, m2r_ar_voucher_aging, m2r_ar_voucher_aging_detail, m2r_ar_voucher_detail, m2r_arpostage_card, m2r_arpostage_voucher, m2r_aruskas, m2r_barang_dibawah_margin, m2r_barcode, m2r_batch_pertanggal, m2r_bp_card, m2r_bukubesar_akunlawan, m2r_customer_point, m2r_general_ledger, m2r_general_ledger_detail, m2r_giro_voucher, m2r_giro_voucher_aging, m2r_hpp_produksi, m2r_inventory_aging, m2r_ip_card, m2r_ip_list, m2r_ip_voucher, m2r_kartu_stok, m2r_kasbank_harian, m2r_komisi_abd, m2r_komisi_limo, m2r_laba_pertahun, m2r_laporan_harian, m2r_laporan_penjualan, m2r_mutasi_stok, m2r_mutasi_stok_batch, m2r_mutasi_stok_detail, m2r_mutasi_stok_sumber, m2r_neraca_mutasi, m2r_neraca_mutasi_detail, m2r_omzet_tagihan, m2r_penjualan, m2r_penjualan_per4bulan, m2r_penjualan_perhari_1, m2r_penjualan_perhari_2, m2r_perincian_biaya, m2r_persediaan, m2r_persediaan_detail, m2r_posisi_keuangan, m2r_posisi_keuangan_detail, m2r_posisi_keuangan_pertahun, m2r_posisi_keuangan_t, m2r_posisi_keuangan_t_detail, m2r_posisi_keuangan_tahun, m2r_produksi_vs_penjualan, m2r_rekap_barang_konsinyasi, m2r_saldoawal_hutang, m2r_salesman_point, m2r_stok_coverday, m2r_stok_covermonth, m2r_stok_coverweek, m2r_stok_opname, m2r_umpembelian_card, m2r_umpembelian_voucher, m2r_umpenjualan_card, m2r_umpenjualan_voucher, m8_content_role, m_12_pos_hardware, meetings, userpermissions, userpreferences, userroles, users
users	0	96	100	contacts, dataauditlog, m0_config, m0_msmq, m0_msmq_cogs, m0_msmq_importdata, m0_msmq_journal, m0_nomor_mobile, m0_notifikasi_email, m0_user_branch, m0_user_coa, m0_user_location, m0_user_role, m0_user_role_s, m0_user_warehouse, m0_userlog, m0_userlogerror, m2r_analisa_penyusutan, m2r_anggaran, m2r_ap_card, m2r_ap_card_detail, m2r_ap_voucher, m2r_ap_voucher_aging, m2r_ap_voucher_aging_detail, m2r_ap_voucher_detail, m2r_appostage_card, m2r_appostage_voucher, m2r_ar_card, m2r_ar_card_detail, m2r_ar_voucher, m2r_ar_voucher_aging, m2r_ar_voucher_aging_detail, m2r_ar_voucher_detail, m2r_arpostage_card, m2r_arpostage_voucher, m2r_aruskas, m2r_barang_dibawah_margin, m2r_barcode, m2r_batch_pertanggal, m2r_bp_card, m2r_bukubesar_akunlawan, m2r_customer_point, m2r_general_ledger, m2r_general_ledger_detail, m2r_giro_voucher, m2r_giro_voucher_aging, m2r_hpp_produksi, m2r_inventory_aging, m2r_ip_card, m2r_ip_list, m2r_ip_voucher, m2r_kartu_stok, m2r_kasbank_harian, m2r_komisi_abd, m2r_komisi_limo, m2r_laba_pertahun, m2r_laporan_harian, m2r_laporan_penjualan, m2r_mutasi_stok, m2r_mutasi_stok_batch, m2r_mutasi_stok_detail, m2r_mutasi_stok_sumber, m2r_neraca_mutasi, m2r_neraca_mutasi_detail, m2r_omzet_tagihan, m2r_penjualan, m2r_penjualan_per4bulan, m2r_penjualan_perhari_1, m2r_penjualan_perhari_2, m2r_perincian_biaya, m2r_persediaan, m2r_persediaan_detail, m2r_posisi_keuangan, m2r_posisi_keuangan_detail, m2r_posisi_keuangan_pertahun, m2r_posisi_keuangan_t, m2r_posisi_keuangan_t_detail, m2r_posisi_keuangan_tahun, m2r_produksi_vs_penjualan, m2r_rekap_barang_konsinyasi, m2r_saldoawal_hutang, m2r_salesman_point, m2r_stok_coverday, m2r_stok_covermonth, m2r_stok_coverweek, m2r_stok_opname, m2r_umpembelian_card, m2r_umpembelian_voucher, m2r_umpenjualan_card, m2r_umpenjualan_voucher, m8_content_role, m_12_pos_hardware, meetings, userpermissions, userpreferences, userroles
m0_module	0	18	18	m0_import_target, m0_menu, m0_menu_lang, m0_menu_s, m0_menu_s_copy1, m0_menu_s_lang, m0_nomor, m0_notifikasi_email, m0_report, m0_report_copy, m0_report_lang, m0_role_custom, m0_role_menu, m0_role_menu_s, m0_role_menu_s_copy1, m0_role_report, m0_role_report_s, m0_usergrupmenu
m0_menu	0	16	16	m0_import_target, m0_menu_lang, m0_menu_s, m0_menu_s_copy1, m0_menu_s_lang, m0_nomor, m0_notifikasi_email, m0_report, m0_report_copy, m0_report_lang, m0_role_menu, m0_role_menu_s, m0_role_menu_s_copy1, m0_role_report, m0_role_report_s, m0_usergrupmenu
m0_menu_lang	0	16	16	m0_import_target, m0_menu, m0_menu_s, m0_menu_s_copy1, m0_menu_s_lang, m0_nomor, m0_notifikasi_email, m0_report, m0_report_copy, m0_report_lang, m0_role_menu, m0_role_menu_s, m0_role_menu_s_copy1, m0_role_report, m0_role_report_s, m0_usergrupmenu
m0_menu_s	0	16	16	m0_import_target, m0_menu, m0_menu_lang, m0_menu_s_copy1, m0_menu_s_lang, m0_nomor, m0_notifikasi_email, m0_report, m0_report_copy, m0_report_lang, m0_role_menu, m0_role_menu_s, m0_role_menu_s_copy1, m0_role_report, m0_role_report_s, m0_usergrupmenu
0_ar	0	12	12	m2r_ar_card, m2r_ar_card_detail, m2r_ar_voucher, m2r_ar_voucher_aging, m2r_ar_voucher_aging_detail, m2r_ar_voucher_detail, m2r_arpostage_card, m2r_arpostage_voucher, m2r_ip_card, m2r_ip_voucher, m2r_umpenjualan_card, m2r_umpenjualan_voucher
m7_ar	0	12	12	m2r_ar_card, m2r_ar_card_detail, m2r_ar_voucher, m2r_ar_voucher_aging, m2r_ar_voucher_aging_detail, m2r_ar_voucher_detail, m2r_arpostage_card, m2r_arpostage_voucher, m2r_ip_card, m2r_ip_voucher, m2r_umpenjualan_card, m2r_umpenjualan_voucher
m7_ar_detail	0	12	12	m2r_ar_card, m2r_ar_card_detail, m2r_ar_voucher, m2r_ar_voucher_aging, m2r_ar_voucher_aging_detail, m2r_ar_voucher_detail, m2r_arpostage_card, m2r_arpostage_voucher, m2r_ip_card, m2r_ip_voucher, m2r_umpenjualan_card, m2r_umpenjualan_voucher
0_ap	0	10	10	m2r_ap_card, m2r_ap_card_detail, m2r_ap_voucher, m2r_ap_voucher_aging, m2r_ap_voucher_aging_detail, m2r_ap_voucher_detail, m2r_appostage_card, m2r_appostage_voucher, m2r_umpembelian_card, m2r_umpembelian_voucher
